Feature Name,Honorees,City,County,State,Side,Symbol Type,Symbol Category,Sponsors,Year Dedicated,Year Removed,Tracking Status,,
Gordon Place,John Brown Gordon,Atlanta,Fulton,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Gordon Street,John Brown Gordon,Atlanta,Fulton,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Soldiers Monument,No specific honoree,Yanceyville,Caswell,NC,South,Monument,Monument,United Daughters of the Confederacy,1921,,Live,,
Cleburne Avenue,Patrick Cleburne,Atlanta,Fulton,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Cleburne Terrace,Patrick Cleburne,Atlanta,Fulton,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
General Lee Street,Robert E. Lee,Spring Lake,Cumberland,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Iredell County Confederate Monument,No specific honoree,Statesville,Iredell,NC,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1905,,Live,,
Jackson Street,Thomas Jonathan Stonewall Jackson,Stonewall,Pamlico,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Pickett Avenue,George Pickett,Spencer,Rowan,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Stuart Street,James Ewell Brown Jeb Stuart,Spencer,Rowan,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Jackson County Confederate Monument,Thomas Jonathan Stonewall Jackson,Sylva,Jackson,NC,South,Monument,Courthouse Grounds,Uknown,1915,,Live,,
Confederate Soldiers Monument,No specific honoree,Tarboro,Edgecombe,NC,South,Monument,Monument,United Daughters of the Confederacy,1904,,Live,,
Henry Lawson Wyatt Memorial Fountain,Henry Lawson Wyatt,Tarboro,Edgecombe,NC,South,Monument,Monument,United Daughters of the Confederacy,1910,,Live,,
Forrest Avenue,Nathan Bedford Forrest,Atlanta,Fulton,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Forrest Street,Nathan Bedford Forrest,Atlanta,Fulton,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Eternal Flame of the Confederacy,No specific honoree,Atlanta,Fulton,GA,South,Monument,Monument,United Daughters of the Confederacy; Old Guard Battalion of the Gate City Guard,1939,,Live,,
Gen. Walker Monument,William H.T. Walker,Atlanta,DeKalb,GA,South,Monument,Monument,State of Georgia,1902,,Live,,
Jeff Davis Drive,Jefferson Davis,Bay St. Louis,Hancock,MS,South,Highway / Roadway,Roads,Uknown,,,Live,,
Jeff Davis Parkway,Jefferson Davis,Beaumont,Perry,MS,South,Highway / Roadway,Roads,Uknown,,,Live,,
Robert E Lee Street,Robert E. Lee,Beaumont,Perry,MS,South,Highway / Roadway,Roads,Uknown,,,Live,,
Jeff Davis Elementary School,Jefferson Davis,Biloxi,Harrison,MS,South,School,Schools,Uknown,1960,,Live,,
Jefferson Davis Avenue,Jefferson Davis,Biloxi,Harrison,MS,South,Highway / Roadway,Roads,Uknown,,,Live,,
Sutton County,John S. Sutton,Sonora,Sutton,TX,South,County/Municipality,County/Municipality,Uknown,1890,,Live,,
Major George B. Erath Monument,George B. Erath,Stephenville,Erath,TX,South,Monument,Courthouse Grounds,Sons and Daughters of Confederate Veterans,2001,,Live,,
Scurry County,William Read Scurry,Snyder,Scurry,TX,South,County/Municipality,County/Municipality,Uknown,1884,,Live,,
Texas Confederate William R. Scurry Monument,No specific honoree,Snyder,Scurry,TX,South,Monument,Courthouse Grounds,Uknown,1963,,Live,,
Robert Lee Highway,Robert E. Lee,Sterling City,Sterling,TX,South,Highway / Roadway,Roads,Uknown,,,Live,,
City of Stonewall,Thomas Jonathan Stonewall Jackson,Stonewall,Gillespie,TX,South,City,County/Municipality,Israel P. Nunez,1870,,Live,,
Jeff Davis Peak,Jefferson Davis,Alpine County,Alpine,CA,North,Other,Parks/Trails,Uknown,,,Live,,
Jefferson Davis Father of National Highways Monument,Jefferson Davis,Bakersfield,Kern,CA,North,Monument,Monument,United Daughters of the Confederacy,1942,,Live,,
City of Fort Bragg,Braxton Bragg,Fort Bragg,Mendocino,CA,North,City,County/Municipality,Uknown,1889,,Live,,
Jefferson Davis Highway Marker,Jefferson Davis,Hornbrook,Siskiyou,CA,North,Monument,Monument,United Daughters of the Confederacy,1944,,Live,,
Samuel Cooper Drive,Samuel Cooper,Wilmington,New Hanover,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Semmes Drive,Raphael Semmes,Wilmington,New Hanover,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Stonewall Jackson Drive,Thomas Jonathan Stonewall Jackson,Wilmington,New Hanover,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Van Dorn Court,Earl Van Dorn,Wilmington,New Hanover,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Memorial Drinking Fountain,No specific honoree,Wilson,Wilson,NC,South,Monument,Courthouse Grounds,United Daughters of the Confederacy; DAR,1926,,Live,,
Confederate Soldiers Monument,No specific honoree,Windsor,Bertie,NC,South,Monument,Monument,Bertie County Confederate Veteran Association,1896,,Live,,
Confederate Street,No specific honoree,Windsor,Bertie,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Soldiers Monument,No specific honoree,Winton,Hertford,NC,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1913,,Live,,
Parade Rest Confederate Monument,No specific honoree,Independence,Grayson,VA,South,Monument,Courthouse Grounds,Uknown,1911,,Live,,
To Our Soldiers of the Confederacy,No specific honoree,King William,King William,VA,South,Monument,Courthouse Grounds,Confederate Monument Association of Queen County; Confederate Monument Association of King County,1912,,Live,,
Robert E. Lee Drive,Robert E. Lee,Hopewell,Hopewell City,VA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Stonewall Elementary School,Thomas Jonathan Stonewall Jackson,Stonewall,Gillespie,TX,South,School,Schools,Uknown,,,Live,,
Robert Lee Street,Robert E. Lee,Sweetwater,Nolan,TX,South,Highway / Roadway,Roads,Uknown,,,Live,,
Confederate Monument,No specific honoree,Hanover,Hanover,VA,South,Monument,Monument,Uknown,1914,,Live,,
Bedford Forrest Drive,Nathan Bedford Forrest,Sharpsburg,Coweta,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Thomas Overby Drive,Thomas Overby,Sharpsburg,Coweta,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Hancock County Confederate Monument,No specific honoree,Sparta,Hancock,GA,South,Monument,Courthouse Grounds,Ladies Memorial Association of Hancock County,1882,,Live,,
Stonewall Jackson Drive,Thomas Jonathan Stonewall Jackson,Stone Mountain,DeKalb,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Valor Monument at Memorial Plaza,No specific honoree,Stone Mountain,DeKalb,GA,South,Monument,Monument,Uknown,1977,,Live,,
At Rest Arms Monument,No specific honoree,Thomaston,Upson,GA,South,Monument,Courthouse Grounds,Uknown,1908,,Live,,
City of Confederate,No specific honoree,Confederate,Lyon,KY,Border,City,County/Municipality,Uknown,,,Live,,
Confederate Monument,No specific honoree,Danville,Boyle,KY,Border,Monument,Monument,United Daughters of the Confederacy; Boyle County veterans,1910,,Live,,
Jefferson Davis Highway,Jefferson Davis,Elkton,Todd,KY,Border,Highway / Roadway,Roads,Uknown,,,Live,,
Jefferson Davis Road,Jefferson Davis,Elkton,Todd,KY,Border,Highway / Roadway,Roads,Uknown,,,Live,,
General Ross Drive,Lawrence Sullivan Ross,Erlanger,Kenton,KY,Border,Highway / Roadway,Roads,Uknown,,,Live,,
General Stuart Drive,James Ewell Brown Jeb Stuart,Erlanger,Kenton,KY,Border,Highway / Roadway,Roads,Uknown,,,Live,,
Jefferson Davis Place,Jefferson Davis,Erlanger,Kenton,KY,Border,Highway / Roadway,Roads,Uknown,,,Live,,
Robert E. Lee Drive,Robert E. Lee,Erlanger,Kenton,KY,Border,Highway / Roadway,Roads,Uknown,,,Live,,
Jefferson Davis Highway Zero Milestone Marker,Jefferson Davis,Fairview,Christian, Todd,KY,Border,Monument,Monument,United Daughters of the Confederacy,1930,,Live,
Jefferson Davis Monument,Jefferson Davis,Fairview,Christian, Todd,KY,Border,Monument,Monument,United Daughters of the Confederacy,1929,,Live,
Confederate Memorial,No specific honoree,Springfield,Effingham,GA,South,Monument,Monument,United Daughters of the Confederacy,1923,,Live,,
Confederate Monument,No specific honoree,Statesboro,Bulloch,GA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1909,,Live,,
Jefferson Davis Drive,Jefferson Davis,Stone Mountain,DeKalb,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Robert E. Lee Boulevard,Robert E. Lee,Stone Mountain,DeKalb,GA,South,Highway / Roadway,Roads,Uknown,,,Live,,
Robert E. Lee Sequoia Tree,Robert E. Lee,Sequoia National Park,Tulare,CA,North,Other,Parks/Trails,Richard Field,1875,,Live,,
Jefferson Davis Highway Marker,Jefferson Davis,Biloxi,Harrison,MS,South,Monument,Monument,United Daughters of the Confederacy,1913,,Live,,
Beauregard Street,Pierre Gustave Toutant-Beauregard,Bogue Chitto,Lincoln,MS,South,Highway / Roadway,Roads,Uknown,,,Live,,
Lee Drive,Robert E. Lee,Bogue Chitto,Lincoln,MS,South,Highway / Roadway,Roads,Uknown,,,Live,,
Jefferson Davis Highway Beauvoir Marker,Jefferson Davis,Biloxi,Harrison,MS,South,Monument,Monument,Uknown,,,Live,,
Brandon Confederate Monument,No specific honoree,Brandon,Rankin,MS,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1907,,Live,,
Terrell County,Alexander W. Terrell,Sanderson,Terrell,TX,South,County/Municipality,County/Municipality,State of Texas,1905,,Live,,
Confederate Soldier,No specific honoree,Sherman,Grayson,TX,South,Monument,Monument,United Daughters of the Confederacy,1896,,Live,,
Robert E. Lee High School,Robert E. Lee,Montgomery,Montgomery,AL,South,School,Schools,Uknown,1955,,Live,,
Robert E. Lee Statue,Robert E. Lee,Montgomery,Montgomery,AL,South,Monument,Monument,Uknown,1908,,Live,,
Sons of Confederate Veterans Commemorative License Plate,No specific honoree,Montgomery,Montgomery,AL,South,Commemorative License Plate,Flags,Sons of Confederate Veterans,,,Live,,
Turner Ashby Monument,Turner Ashby, Jr.,Harrisonburg,Rockingham,VA,South,Monument,Monument,United Daughters of the Confederacy,1898,,Live,
Civil War Monument,No specific honoree,Heathsville,Northumberland,VA,South,Monument,Courthouse Grounds,Ladies Memorial Association of Northumberland County,1873,,Live,,
Confederate Monument,No specific honoree,Hillsville,Carroll,VA,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1907,,Live,,
Confederate Monument,No specific honoree,Hopewell,Hopewell City,VA,South,Monument,Monument,United Daughters of the Confederacy,1949,,Live,,
Stonewall Jackson Memorial Fund,Thomas Jonathan Stonewall Jackson,Montgomery,Montgomery,AL,South,Scholarship,Scholarship,AL Legislature,1955,,Live,,
The First Offices of the Confederate Government Marker,No specific honoree,Montgomery,Montgomery,AL,South,Monument,Monument,United Daughters of the Confederacy,1911,,Live,,
Confederate Monument,No specific honoree,Moulton,Lawrence,AL,South,Monument,Courthouse Grounds,United Daughters of the Confederacy; Sons of Confederate Veterans,2006,,Live,,
Beauregard Elementary School,Pierre Gustave Toutant-Beauregard,Opelika,Lee,AL,South,School,Schools,Uknown,1928,,Live,,
Beauregard High School,Pierre Gustave Toutant-Beauregard,Opelika,Lee,AL,South,School,Schools,Uknown,1928,,Live,,
Confederate Monument,No specific honoree,Opelika,Lee,AL,South,Monument,Monument,Uknown,1911,,Live,,
Lee County,Robert E. Lee,Opelika,Lee,AL,South,County/Municipality,County/Municipality,Uknown,1866,,Live,,
Confederate Soldiers Monument,No specific honoree,Snow Hill,Greene,NC,South,Monument,Monument,United Daughters of the Confederacy,1929,,Live,,
Beauregard Drive,Pierre Gustave Toutant-Beauregard,Spencer,Rowan,NC,South,Highway / Roadway,Roads,Uknown,,,Live,,
Robert E. Lee Statue,Robert E. Lee,Richmond,Richmond City,VA,South,Monument,Government Office Grounds,Uknown,1931,,Pending,,
Maryland State House Plaque,,Baltimore,,MD,Not Applicable,Plaque,County/Municipality,,1964,2019,Reconciliation,,
Confederate Monument,No specific honoree,St. Cloud,Osceola,FL,South,Monument,Monument,Sons of Confederate Veterans,2006,,Relocated,,
Silent Sam Confederate Soldiers Monument,No specific honoree,Chapel Hill,Durham‎, ‎Orange,NC,South,Monument,Monument,United Daughters of the Confederacy,1913,2018,Relocated,
Admiral Raphael Semmes Statue,Raphael Semmes,Mobile,Mobile,AL,South,Monument,Monument,Uknown,1900,2020,Relocated,,
Johnny Reb Monument,No specific honoree,Ocala,Marion,FL,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1908,2017,Relocated,,
Confederate Memorial,No specific honoree,Orlando,Orange,FL,South,Monument,Monument,United Daughters of the Confederacy,1911,2017,Relocated,,
Confederate Monument,No specific honoree,Lakeland,Polk,FL,South,Monument,Monument,United Daughters of the Confederacy,1910,2019,Relocated,,
Terminus of the Stonewall Jackson Memorial Highway Marker,Thomas Jonathan Stonewall Jackson,St. Petersburg,Pinellas,FL,South,Monument,Monument,United Daughters of the Confederacy,1939,2017,Removed,,
DeKalb County Confederate Monument,No specific honoree,Decatur,DeKalb,GA,South,Monument,Monument,United Daughters of the Confederacy; United Confederate Veterans,1908,2020,Removed,,
Inscription honoring Confederacy at UT Austin,No specific honoree,Austin,Travis,TX,South,Monument,Monument,George Littlefield,1933,2016,Removed,,
Jeff Davis Avenue,Jefferson Davis,Austin,Travis,TX,South,Highway / Roadway,Roads,Uknown,,2018,Removed,,
Jefferson Davis Statue,Jefferson Davis,Austin,Travis,TX,South,Monument,Monument,George Littlefield,1926,2015,Removed,,
Confederate Monument,No specific honoree,Denton,Denton,TX,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1918,2020,Removed,,
Jefferson Davis Highway Marker,Jefferson Davis,Vancouver,Clark,WA,Not Applicable,Monument,Monument,United Daughters of the Confederacy,1939,1998,Removed,,
Williams Carter Wickham Monument,Williams Carter Wickham,Richmond,Richmond City,VA,South,Monument,Monument,Uknown,1891,2020,Removed,,
Fort Davis AEC School (school closed in 2014),Jefferson Davis,Fort Davis,Jeff Davis,TX,South,School,Schools,Uknown,,2014,Removed,,
Confederate Monument,No specific honoree,Fort Worth,Tarrant,TX,South,Monument,Courthouse Grounds,United Daughters of the Confederacy,1953,2020,Removed,,
Jefferson Davis Park,Jefferson Davis,Fort Worth,Tarrant,TX,South,Park,Parks/Trails,Uknown,1923,2017,Removed,,
Loyal Woman of the South Monument,No specific honoree,Kansas City,Jackson,MO,Border,Monument,Monument,United Daughters of the Confederacy,1934,2017,Removed,,
Confederate Training Ground Monument,No specific honoree,Johnson City,Washington,TN,South,Monument,Monument,United Daughters of the Confederacy,1939,2019,Removed,,
Confederate Park,No specific honoree,Memphis,Shelby,TN,South,Park,Parks/Trails,Uknown,,2017,Removed,,
J. Harvey Mathes,Captain J. Harvey,Memphis,Shelby,TN,South,Monument,Monument,Uknown,1908,2017,Removed,,
Jackson Park,Thomas Jonathan Stonewall Jackson,Charlottesville,Albemarle,VA,South,Park,Parks/Trails,Uknown,1919,2017,Removed,,
South Carolina State House Confederate Flag,No specific honoree,Columbia,Richland,SC,South,Flag,Flags,Uknown,1961,2015,Removed,,
Jefferson Davis Highway,Jefferson Davis,Alexandria,Alexandria,VA,South,Highway / Roadway,Roads,Uknown,,2019,Removed,,
General Robert E. Lee and Confederate Soldier Statue,Robert E. Lee,Dallas,Dallas,TX,South,Monument,Monument,Uknown,1936,2017,Removed,,
Robert E. Lee Park,Robert E. Lee,Dallas,Dallas,TX,South,Park,Parks/Trails,Uknown,,2017,Removed,,
Jefferson Davis Highway Marker,Jefferson Davis,Baton Rouge,East Baton Rouge,LA,South,Monument,Monument,United Daughters of the Confederacy,1913,,Removed,,
Jefferson Davis Park,Jefferson Davis,Memphis,Shelby,TN,South,Park,Parks/Trails,Uknown,,2017,Removed,,
Nathan Bedford Forrest Monument,Nathan Bedford Forrest,Memphis,Shelby,TN,South,Monument,Monument,United Daughters of the Confederacy,1904,2017,Removed,,
Nathan Bedford Forrest Park,Nathan Bedford Forrest,Memphis,Shelby,TN,South,Park,Parks/Trails,Uknown,,2017,Removed,,
Jefferson Davis Statue,Jefferson Davis,Richmond,Richmond City,VA,South,Monument,Monument,Uknown,,2020,Removed,,
Brigadier General Albert Pike Statue,Albert Pike,Washington,Washington,DC,North,Monument,Monument,Scottish Rite Freemasons,1901,2020,Removed,,
Jabez Curry Statue,Jabez Lamar Monroe Curry,Washington,Washington,DC,North,Monument,,State of Alabama,1908,2009,Removed,,
Stained glass honoring Robert E. Lee and Stonewall Jackson,Robert E. Lee,Washington,Washington,DC,North,Monument,Monument,United Daughters of the Confederacy; philanthropists,1953,2017,Removed,,
J.E.B. Stuart Portrait,James Ewell Brown Jeb Stuart,Stuart,Patrick,VA,South,Other,Courthouse Grounds,Uknown,,2015,Removed,,
Albert Sidney Johnston Statue,Albert Sidney Johnston,Austin,Travis,TX,South,Monument,Monument,George Littlefield,1932,2017,Removed,,
Children of the Confederacy Creed Plaque,No specific honoree,Austin,Travis,TX,South,Monument,Government Office Grounds,Uknown,1959,2019,Removed,,
Confederate Memorial Hall,No specific honoree,Nashville,Davidson,TN,South,Building,Buildings,United Daughters of the Confederacy,1935,2016,Removed,,
Confederate Memorial,No specific honoree,Boston Harbor Islands,Suffolk,MA,North,Monument,Monument,United Daughters of the Confederacy,1963,2017,Removed,,
Sons of Confederate Veterans Commemorative License Plate,No specific honoree,Annapolis,Anne Arundel,MD,Border,Commemorative License Plate,Flags,Sons of Confederate Veterans,,2015,Removed,,
Robert E. Lee Park,Robert E. Lee,Baltimore,Baltimore City,MD,Border,Park,Parks/Trails,Elizabeth B. Garrett White,1945,2015,Removed,,
John B. Castleman Monument,,Louisville,Jefferson,KY,Not Applicable,Monument,Monument,,1913,2020,Removed,,
Confederate Soldiers and Sailors Monument,,Indianapolis,Marion,IN,Not Applicable,Monument,Monument,,1912,2020,Removed,,
Jackson and Lee Monument,Robert E. Lee; Thomas Jonathan Stonewall Jackson,Baltimore,Baltimore City,Maryland,Border,Monument,Monument,J. Henry Ferguson,1948,2017,Removed,,
